"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2010-07","Jul-2010","PC","Percentage","0","Units",,,5.460587,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2010-08","Aug-2010","PC","Percentage","0","Units",,,6.04062,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2010-09","Sep-2010","PC","Percentage","0","Units",,,6.96345,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2010-10","Oct-2010","PC","Percentage","0","Units",,,7.498268,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2010-11","Nov-2010","PC","Percentage","0","Units",,,8.055642,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2010-12","Dec-2010","PC","Percentage","0","Units",,,8.776659,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2011-01","Jan-2011","PC","Percentage","0","Units",,,9.557916,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2011-02","Feb-2011","PC","Percentage","0","Units",,,9.471017,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2011-03","Mar-2011","PC","Percentage","0","Units",,,9.460138,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2011-04","Apr-2011","PC","Percentage","0","Units",,,9.612939,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2011-05","May-2011","PC","Percentage","0","Units",,,9.591125,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2011-06","Jun-2011","PC","Percentage","0","Units",,,9.416461,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2011-07","Jul-2011","PC","Percentage","0","Units",,,9.013072,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2011-08","Aug-2011","PC","Percentage","0","Units",,,8.15658,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2011-09","Sep-2011","PC","Percentage","0","Units",,,7.21273,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2011-10","Oct-2011","PC","Percentage","0","Units",,,7.191394,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2011-11","Nov-2011","PC","Percentage","0","Units",,,6.776707,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2011-12","Dec-2011","PC","Percentage","0","Units",,,6.100637,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2012-01","Jan-2012","PC","Percentage","0","Units",,,4.16249,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2012-02","Feb-2012","PC","Percentage","0","Units",,,3.738729,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2012-03","Mar-2012","PC","Percentage","0","Units",,,3.697489,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2012-04","Apr-2012","PC","Percentage","0","Units",,,3.573585,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2012-05","May-2012","PC","Percentage","0","Units",,,3.614816,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2012-06","Jun-2012","PC","Percentage","0","Units",,,4.297105,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2012-07","Jul-2012","PC","Percentage","0","Units",,,5.590518,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2012-08","Aug-2012","PC","Percentage","0","Units",,,5.95039,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2012-09","Sep-2012","PC","Percentage","0","Units",,,6.575747,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2012-10","Oct-2012","PC","Percentage","0","Units",,,6.554534,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2012-11","Nov-2012","PC","Percentage","0","Units",,,6.469647,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2012-12","Dec-2012","PC","Percentage","0","Units",,,6.57565,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-01","Jan-2013","PC","Percentage","0","Units",,,7.074063,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-02","Feb-2013","PC","Percentage","0","Units",,,7.276754,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-03","Mar-2013","PC","Percentage","0","Units",,,7.020775,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-04","Apr-2013","PC","Percentage","0","Units",,,7.234155,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-05","May-2013","PC","Percentage","0","Units",,,7.383506,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-06","Jun-2013","PC","Percentage","0","Units",,,6.883256,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-07","Jul-2013","PC","Percentage","0","Units",,,6.450359,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-08","Aug-2013","PC","Percentage","0","Units",,,6.492897,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-09","Sep-2013","PC","Percentage","0","Units",,,6.132802,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-10","Oct-2013","PC","Percentage","0","Units",,,6.249013,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-11","Nov-2013","PC","Percentage","0","Units",,,6.481968,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2013-12","Dec-2013","PC","Percentage","0","Units",,,6.450196,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-01","Jan-2014","PC","Percentage","0","Units",,,6.049571,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-02","Feb-2014","PC","Percentage","0","Units",,,6.197214,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-03","Mar-2014","PC","Percentage","0","Units",,,6.916908,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-04","Apr-2014","PC","Percentage","0","Units",,,7.331768,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-05","May-2014","PC","Percentage","0","Units",,,7.587675,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-06","Jun-2014","PC","Percentage","0","Units",,,7.80195,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-07","Jul-2014","PC","Percentage","0","Units",,,7.449097,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-08","Aug-2014","PC","Percentage","0","Units",,,7.556396,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-09","Sep-2014","PC","Percentage","0","Units",,,8.028652,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-10","Oct-2014","PC","Percentage","0","Units",,,8.297194,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-11","Nov-2014","PC","Percentage","0","Units",,,9.072591,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2014-12","Dec-2014","PC","Percentage","0","Units",,,11.36234,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,14.97146,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,16.70688,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,16.92639,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,16.4165,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,15.78192,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,15.28712,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,15.64277,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,15.76968,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,15.67766,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,15.58587,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,14.981,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,12.90816,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,9.766088,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,8.058712,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,7.25796,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,7.236607,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,7.300725,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,7.48279,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,7.205553,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,6.842325,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,6.417378,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,6.089907,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,5.763477,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,5.375142,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,5.020274,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,4.592386,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,4.248812,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,4.13464,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,4.093156,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,4.352456,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,3.864634,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,3.293435,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,2.963457,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,2.727655,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,2.502644,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,2.523063,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,2.2072,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,2.197002,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,2.360305,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,2.411317,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,2.42152,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,2.299359,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,2.503815,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,3.070647,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,3.390646,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,3.545422,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,3.834713,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,4.268995,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,4.996622,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,5.237608,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,5.269088,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,5.174705,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,5.132794,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,4.662004,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,4.588937,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,4.327491,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,3.994176,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,3.766187,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,3.539037,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,3.04619,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,2.423893,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,2.311721,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,2.546287,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,3.098436,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,3.026511,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,3.211885,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,3.366394,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,3.573624,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,3.666989,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,3.977587,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,4.423442,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,4.912471,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,5.194607,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,5.666425,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,5.782022,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,5.519744,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,6.014352,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,6.511526,,
"RUS","Russia","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,6.469069,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2000-01","Jan-2000","PC","Percentage","0","Units",,,4.459063,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2000-02","Feb-2000","PC","Percentage","0","Units",,,4.633076,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2000-03","Mar-2000","PC","Percentage","0","Units",,,4.676515,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2000-04","Apr-2000","PC","Percentage","0","Units",,,4.280593,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2000-05","May-2000","PC","Percentage","0","Units",,,4.277447,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2000-06","Jun-2000","PC","Percentage","0","Units",,,4.584454,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2000-07","Jul-2000","PC","Percentage","0","Units",,,4.644218,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2000-08","Aug-2000","PC","Percentage","0","Units",,,4.45754,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2000-09","Sep-2000","PC","Percentage","0","Units",,,4.421428,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2000-10","Oct-2000","PC","Percentage","0","Units",,,4.265854,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2000-11","Nov-2000","PC","Percentage","0","Units",,,4.327641,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2000-12","Dec-2000","PC","Percentage","0","Units",,,4.309282,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2001-01","Jan-2001","PC","Percentage","0","Units",,,4.223503,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2001-02","Feb-2001","PC","Percentage","0","Units",,,4.057437,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2001-03","Mar-2001","PC","Percentage","0","Units",,,4.019651,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2001-04","Apr-2001","PC","Percentage","0","Units",,,4.516322,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2001-05","May-2001","PC","Percentage","0","Units",,,4.859609,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2001-06","Jun-2001","PC","Percentage","0","Units",,,4.76246,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2001-07","Jul-2001","PC","Percentage","0","Units",,,4.404733,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2001-08","Aug-2001","PC","Percentage","0","Units",,,4.397998,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2001-09","Sep-2001","PC","Percentage","0","Units",,,4.25558,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2001-10","Oct-2001","PC","Percentage","0","Units",,,4.12993,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2001-11","Nov-2001","PC","Percentage","0","Units",,,3.992713,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2001-12","Dec-2001","PC","Percentage","0","Units",,,3.921629,,
"G-20","G20","CPALTT01","CPI: 01-12 - All items","GY","Percentage change on the same period of the previous year","M","Monthly","2002-01","Jan-2002","PC","Percentage","0","Units",,,3.96407,,
